modified_date__v,extract,extract_label,column_name,column_label,type,length,related_extract
,Object.customj_jeev__c,Customj,created_date__v,Created Date,DateTime,,
,Object.customj_jeev__c,Customj,custom_date__c,custom date,Date,,
,Object.customj_jeev__c,Customj,custom_lookup__c,custom lookup,String,128,
,Object.customj_jeev__c,Customj,custom_text__c,custom text,String,30,
,Object.customj_jeev__c,Customj,global_id__sys,Global ID,String,200,
,Object.customj_jeev__c,Customj,lifecycle__v,Lifecycle,String,100,
,Object.customj_jeev__c,Customj,link__sys,Link,String,255,
,Object.customj_jeev__c,Customj,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.customj_jeev__c,Customj,name__v,Name,String,128,
,Object.customj_jeev__c,Customj,object_type__v,Customj Type,Relationship,,Object.object_type__v
,Object.customj_jeev__c,Customj,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.customj_jeev__c,Customj,state__v,Lifecycle State,String,100,
,Object.customj_jeev__c,Customj,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.customj_jeev__c,Customj,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.cvc__c,cvc,id,ID,String,100,
,Object.cvc__c,cvc,modified_date__v,Last Modified Date,DateTime,,
,Object.cvc__c,cvc,created_by__v,Created By,Relationship,,Object.user__sys
,Object.cvc__c,cvc,created_date__v,Created Date,DateTime,,
,Object.cvc__c,cvc,global_id__sys,Global ID,String,200,
,Object.cvc__c,cvc,link__sys,Link,String,255,
,Object.cvc__c,cvc,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.cvc__c,cvc,name__v,Name,String,128,
,Object.cvc__c,cvc,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.datalake_transfer_log__v,DataLake Transfer Log,id,ID,String,100,
,Object.datalake_transfer_log__v,DataLake Transfer Log,modified_date__v,Last Modified Date,DateTime,,
,Object.datalake_transfer_log__v,DataLake Transfer Log,case_last_modified_date__v,Case Last Modified Date,DateTime,,
,Object.datalake_transfer_log__v,DataLake Transfer Log,copy_id__v,Copy ID,String,100,
,Object.datalake_transfer_log__v,DataLake Transfer Log,created_by__v,Created By,Relationship,,Object.user__sys
,Object.datalake_transfer_log__v,DataLake Transfer Log,created_date__v,Created Date,DateTime,,
,Object.datalake_transfer_log__v,DataLake Transfer Log,datalake_uuid__v,DataLake UUID,String,50,
,Object.datalake_transfer_log__v,DataLake Transfer Log,dl_transfer_object_type__v,Object Type,Picklist,46,Picklist.picklist__sys
,Object.datalake_transfer_log__v,DataLake Transfer Log,document_version__v,Document Version,String,20,
,Object.datalake_transfer_log__v,DataLake Transfer Log,file_path_in_datalake__v,File Path in DataLake,String,200,
,Object.datalake_transfer_log__v,DataLake Transfer Log,global_id__sys,Global ID,String,36,
,Object.datalake_transfer_log__v,DataLake Transfer Log,link__sys,Link,String,255,
,Object.datalake_transfer_log__v,DataLake Transfer Log,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.datalake_transfer_log__v,DataLake Transfer Log,name__v,Name,String,128,
,Object.datalake_transfer_log__v,DataLake Transfer Log,number_of_attempts__v,Number Of Attempts,Number,,
,Object.datalake_transfer_log__v,DataLake Transfer Log,object_id__v,Object ID,String,100,
,Object.datalake_transfer_log__v,DataLake Transfer Log,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.datalake_transfer_log__v,DataLake Transfer Log,transfer_date__v,Transfer Date,DateTime,,
,Object.datalake_transfer_log__v,DataLake Transfer Log,transfer_status__v,Transfer Status,Picklist,46,Picklist.picklist__sys
,Object.dataset__sys,Dataset,id,ID,String,100,
,Object.dataset__sys,Dataset,modified_date__v,Last Modified Date,DateTime,,
,Object.dataset__sys,Dataset,created_by__v,Created By,Relationship,,Object.user__sys
,Object.dataset__sys,Dataset,created_date__v,Created Date,DateTime,,
,Object.dataset__sys,Dataset,description__sys,Description,String,1500,
,Object.dataset__sys,Dataset,global_id__sys,Global ID,String,200,
,Object.dataset__sys,Dataset,link__sys,Link,String,255,
,Object.dataset__sys,Dataset,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.dataset__sys,Dataset,name__v,Set Name,String,128,
,Object.dataset__sys,Dataset,set_label__sys,Set Label,String,128,
,Object.dataset__sys,Dataset,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.dataset_item__sys,Dataset Item,id,ID,String,100,
,Object.dataset_item__sys,Dataset Item,modified_date__v,Last Modified Date,DateTime,,
,Object.dataset_item__sys,Dataset Item,created_by__v,Created By,Relationship,,Object.user__sys
,Object.dataset_item__sys,Dataset Item,created_date__v,Created Date,DateTime,,
,Object.dataset_item__sys,Dataset Item,data_action__sys,Data Action,String,20,
,Object.dataset_item__sys,Dataset Item,data_type__sys,Data Type,String,50,
,Object.dataset_item__sys,Dataset Item,dataset__sys,Dataset,Relationship,,Object.dataset__sys
,Object.dataset_item__sys,Dataset Item,display_order__sys,Display Order,Number,,
,Object.dataset_item__sys,Dataset Item,excluded_columns__sys,Excluded Columns,LongText,32000,
,Object.dataset_item__sys,Dataset Item,filter__sys,Filter,LongText,32000,
,Object.dataset_item__sys,Dataset Item,global_id__sys,Global ID,String,200,
,Object.dataset_item__sys,Dataset Item,key_field__sys,Key Field,String,1500,
,Object.dataset_item__sys,Dataset Item,link__sys,Link,String,255,
,Object.dataset_item__sys,Dataset Item,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.dataset_item__sys,Dataset Item,name__v,Name,String,128,
,Object.dataset_item__sys,Dataset Item,record_migration_mode__sys,Record Migration Mode,Boolean,,
,Object.dataset_item__sys,Dataset Item,relationship__sys,Relationship,String,1500,
,Object.dataset_item__sys,Dataset Item,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.datasheet__v,Datasheet,id,ID,String,100,
,Object.datasheet__v,Datasheet,modified_date__v,Last Modified Date,DateTime,,
,Object.datasheet__v,Datasheet,core__v,Core,Boolean,,
,Object.datasheet__v,Datasheet,core_datasheet__v,Core Datasheet,Relationship,,Object.datasheet__v
,Object.datasheet__v,Datasheet,country__v,Country,Relationship,,Object.country__v
,Object.datasheet__v,Datasheet,created_by__v,Created By,Relationship,,Object.user__sys
,Object.datasheet__v,Datasheet,created_date__v,Created Date,DateTime,,
,Object.datasheet__v,Datasheet,datasheet_document__v,Label/Brochure,Relationship,,Document.document_version__sys
,Object.datasheet__v,Datasheet,enable_precise_expectedness__v,Enable Precise Expectedness,Boolean,,
,Object.datasheet__v,Datasheet,global_id__sys,Global ID,String,200,
,Object.datasheet__v,Datasheet,labelbrochure_unbound__v,Label/Brochure (unbound),Number,,
,Object.datasheet__v,Datasheet,lifecycle__v,Lifecycle,String,100,
,Object.datasheet__v,Datasheet,link__sys,Link,String,255,
,Object.datasheet__v,Datasheet,meddra_version__v,MedDRA Version,Picklist,46,Picklist.picklist__sys
,Object.datasheet__v,Datasheet,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.datasheet__v,Datasheet,name__v,Name,String,128,
,Object.datasheet__v,Datasheet,organization__v,Organization,Relationship,,Object.organization__v
,Object.datasheet__v,Datasheet,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.datasheet__v,Datasheet,state__v,Lifecycle State,String,100,
,Object.datasheet__v,Datasheet,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.datasheet__v,Datasheet,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.datasheet__v,Datasheet,unexpected_seriousness_criteria__v,Unexpected Seriousness Criteria,MultiPicklist,1000,Picklist.picklist__sys
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,id,ID,String,100,
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,modified_date__v,Last Modified Date,DateTime,,
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,active_date_end__v,Active Date End,Date,,
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,active_date_start__v,Active Date Start,Date,,
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,age_range_end__v,Age Range End,Number,,
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,age_range_end_normalized__v,Age Range End (normalized),Number,,
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,age_range_end_unit__v,Age Range End (Unit),Picklist,46,Picklist.picklist__sys
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,age_range_start__v,Age Range Start,Number,,
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,age_range_start_normalized__v,Age Range Start (normalized),Number,,
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,age_range_start_unit__v,Age Range Start (Unit),Picklist,46,Picklist.picklist__sys
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,created_by__v,Created By,Relationship,,Object.user__sys
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,created_date__v,Created Date,DateTime,,
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,datasheet__v,Datasheet,Relationship,,Object.datasheet__v
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,description__v,Description,LongText,32000,
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,expectedness__v,Expectedness,Picklist,46,Picklist.picklist__sys
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,gender__v,Sex,Relationship,,Object.controlled_vocabulary__v
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,global_id__sys,Global ID,String,200,
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,lifecycle__v,Lifecycle,String,100,
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,link__sys,Link,String,255,
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,meddra_query__v,MedDRA Query,Relationship,,Object.meddra_query__v
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,name__v,Name,String,128,
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,scope__v,Scope,Picklist,46,Picklist.picklist__sys
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,seriousness_exclusion__v,Seriousness Exclusion,MultiPicklist,1000,Picklist.picklist__sys
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,state__v,Lifecycle State,String,100,
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.datasheet_meddra_query__v,Datasheet MedDRA Query,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.dcba__c,dcba,id,ID,String,100,
,Object.dcba__c,dcba,modified_date__v,Last Modified Date,DateTime,,
,Object.dcba__c,dcba,created_by__v,Created By,Relationship,,Object.user__sys
,Object.dcba__c,dcba,created_date__v,Created Date,DateTime,,
,Object.dcba__c,dcba,global_id__sys,Global ID,String,200,
,Object.dcba__c,dcba,link__sys,Link,String,255,
,Object.dcba__c,dcba,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.dcba__c,dcba,name__v,Name,String,128,
,Object.dcba__c,dcba,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.dec__c,dec,id,ID,String,100,
,Object.dec__c,dec,modified_date__v,Last Modified Date,DateTime,,
,Object.dec__c,dec,created_by__v,Created By,Relationship,,Object.user__sys
,Object.dec__c,dec,created_date__v,Created Date,DateTime,,
,Object.dec__c,dec,global_id__sys,Global ID,String,200,
,Object.dec__c,dec,link__sys,Link,String,255,
,Object.dec__c,dec,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.dec__c,dec,name__v,Name,String,128,
,Object.dec__c,dec,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.dependency__sys,Dependency,id,ID,String,100,
,Object.dependency__sys,Dependency,modified_date__v,Last Modified Date,DateTime,,
,Object.dependency__sys,Dependency,answer__sys,Answer,Relationship,,Object.available_answer__sys
,Object.dependency__sys,Dependency,behavior__sys,Behavior,Picklist,46,Picklist.picklist__sys
,Object.dependency__sys,Dependency,checklist__sys,Checklist,Relationship,,Object.checklist__sys
,Object.dependency__sys,Dependency,controlling_question__sys,Controlling Question,Relationship,,Object.response__sys
,Object.dependency__sys,Dependency,created_by__v,Created By,Relationship,,Object.user__sys
,Object.dependency__sys,Dependency,created_date__v,Created Date,DateTime,,
,Object.dependency__sys,Dependency,dependent_question__sys,Dependent Question,Relationship,,Object.response__sys
,Object.dependency__sys,Dependency,dependent_section__sys,Dependent Section,Relationship,,Object.section__sys
,Object.dependency__sys,Dependency,global_id__sys,Global ID,String,200,
,Object.dependency__sys,Dependency,link__sys,Link,String,255,
,Object.dependency__sys,Dependency,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.dependency__sys,Dependency,name__v,Name,String,128,
,Object.dependency__sys,Dependency,object_type__v,Dependency Type,Relationship,,Object.object_type__v
,Object.dependency__sys,Dependency,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.dependency_design__sys,Dependency Design,id,ID,String,100,
,Object.dependency_design__sys,Dependency Design,modified_date__v,Last Modified Date,DateTime,,
,Object.dependency_design__sys,Dependency Design,answer__sys,Answer,Relationship,,Object.available_answer_design__sys
,Object.dependency_design__sys,Dependency Design,behavior__sys,Behavior,Picklist,46,Picklist.picklist__sys
,Object.dependency_design__sys,Dependency Design,checklist_design__sys,Checklist,Relationship,,Object.checklist_design__sys
,Object.dependency_design__sys,Dependency Design,controlling_question__sys,Controlling Question,Relationship,,Object.question_design__sys
,Object.dependency_design__sys,Dependency Design,created_by__v,Created By,Relationship,,Object.user__sys
,Object.dependency_design__sys,Dependency Design,created_date__v,Created Date,DateTime,,
,Object.dependency_design__sys,Dependency Design,dependent_question__sys,Dependent Question,Relationship,,Object.question_design__sys
,Object.dependency_design__sys,Dependency Design,dependent_section__sys,Dependent Section,Relationship,,Object.section_design__sys
,Object.dependency_design__sys,Dependency Design,global_id__sys,Global ID,String,200,
,Object.dependency_design__sys,Dependency Design,lifecycle__v,Lifecycle,String,100,
,Object.dependency_design__sys,Dependency Design,link__sys,Link,String,255,
,Object.dependency_design__sys,Dependency Design,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.dependency_design__sys,Dependency Design,name__v,Name,String,128,
,Object.dependency_design__sys,Dependency Design,object_type__v,Dependency Design Type,Relationship,,Object.object_type__v
,Object.dependency_design__sys,Dependency Design,state__v,Lifecycle State,String,100,
